APN,Minority_Owned,Female_Owned,RecordID,BusDesc,B1_PER_SUB_TYPE,DBA,NAICS,Tax_Code,Employee_Num,Bus_Own_Type,B1_BUSINESS_NAME,B1_ADDRESS1,B1_ADDRESS2,B1_CITY,B1_STATE,B1_ZIP,B1_CONTACT_TYPE,B1_FULL_ADDRESS,B1_SITUS_CITY,B1_SITUS_STATE,B1_SITUS_ZIP,Business_Location
,,,BL-004427,SOLAR CONTRACTOR,Construction or Contractor,SKYTECH SOLAR,238990 - All Other Specialty Trade Contractors,C,6,Corporation,,2355 WHITMAN RD,,CONCORD,CA,94518,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
057 202500400,No,Yes,BL-014335,OFFICE BLDG/STORE,Rental of Real Property,GLYNN EDITH W,"711310 - Promoters of Performing Arts, Sports, and Similar Events with Facilities",L,0,Sole Ownership,GLYNN EDITH W,444 WOODLAND RD,,KENTFIELD,CA,94904-2636,Business Owner,2018   SHATTUCK AVE,BERKELEY,CA,94704,"2018 SHATTUCK AVE
BERKELEY, CA 94704
(37.871631, -122.268352)"
056 192100302,No,Yes,BL-024139,DELIVERY SERVICE/BICYCLE,Business Personal Repair Svs,HUMAN PROPELLED SOLUTIONS,492110 - Couriers and Express Delivery Services,B,1,Corporation,HUMAN PROPELLED SOLUTIONS,PO BOX 10141,,BERKELEY,CA,94709,Business Owner,1336   CHANNING WAY C,BERKELEY,CA,94702,"1336 CHANNING WAY C
BERKELEY, CA 94702
(37.86359, -122.284462)"
056 194302800,No,No,BL-035379,WRITER/ARTIST,Entertainment Recreation,SULLIVAN JR CHARLES HARVEY,"711510 - Independent Artists, Writers, and Performers",E,1,Sole Ownership,SULLIVAN JR CHARLES HARVEY,2413 FIFTH ST B,,BERKELEY,CA,94710,Business Owner,2413   FIFTH ST B,BERKELEY,CA,94710,"2413 FIFTH ST B
BERKELEY, CA 94710
(37.860934, -122.296629)"
063 297803800,,,BL-004229,COMPUTER TECHNICAL SUPPORT,Professional SemiProfessional,MICHAEL MACK,541519 - Other Computer Related Services,P,1,Sole Ownership,,2612 WEBSTER ST APT 5,,BERKELEY,CA,94705,Business Owner,75 WHITAKER AVE,BERKELEY,CA,94708,"75 WHITAKER AVE
BERKELEY, CA 94708
(37.890655, -122.255998)"
056 195500600,Yes,Yes,BL-049792,MEDICAL CORP FOR CONTRACT PHYSICIANS,Professional SemiProfessional,"MACMORRAN & BUI,A MEDICAL CORP",621111 - Offices of Physicians (except Mental Health Specialists),P,2,Partnership,"MACMORRAN & BUI,A MEDICAL CORP",1474 UNIVERSITY AVE PMB 233,,BERKELEY,CA,94702,Business Owner,2060   FOURTH ST 409,BERKELEY,CA,94710,"2060 FOURTH ST 409
BERKELEY, CA 94710"
ZZZZZZZZZZZZZ,No,No,BL-038859,LANSCAPE CONTRACTOR,Business Personal Repair Svs,SHOOTER & BUTTS INC,561730 - Landscaping Services,B,80,Corporation,SHOOTER & BUTTS INC,3768 OLD SANTA RITA RD,,PLEASANTON,CA,94588-3457,Business Owner,0   VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
057 202900400,No,No,BL-006538,RENTAL PROPERTY/NON-PROFIT,Non Profit Organizations,BERKELEY ODD FELLOWS LODGE 270,"711310 - Promoters of Performing Arts, Sports, and Similar Events with Facilities",N,5,Corporation,BERKELEY ODD FELLOWS LODGE 270,2288 FULTON ST,,BERKELEY,CA,94704-1493,Business Owner,2288   FULTON ST,BERKELEY,CA,94704,"2288 FULTON ST
BERKELEY, CA 94704
(37.8682, -122.266076)"
,No,No,BL-005883,COMMERCIAL RENTAL OFFICE BUILDING,Rental of Real Property,HUNTMONT MEDICAL BUILDING,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,1,Partnership,HUNTMONT MEDICAL BUILDING,1761 LAUREL ST,,SAN CARLOS,CA,94070-5222,Business Owner,2999 REGENT ST 103,BERKELEY,CA,94705,"2999 REGENT ST 103
BERKELEY, CA 94705
(37.855738, -122.256628)"
ZZZZZZZZZZZZZ,No,No,BL-035313,ELECTRIC CONTRACTOR,Construction or Contractor,VENKAT ELECTRIC,238210 - Electrical Contractors and Other Wiring Installation Contractors,C,1,Sole Ownership,,2219 MCKINLEY AVE,,BERKELEY,CA,94704,Business Owner,0   VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
054 174504403,,,BL-016171,GUITAR REPAIR,Business Personal Repair Svs,GARY BRAWER GUITAR REPAIR,811490 - Other Personal and Household Goods Repair and Maintenance,B,1,Sole Ownership,GARY BRAWER GUITAR REPAIR,1721 HOPKINS ST,,BERKELEY,CA,94707-2714,Business Owner,1006 PARDEE ST,BERKELEY,CA,94710,"1006 PARDEE ST
BERKELEY, CA 94710
(37.856733, -122.290206)"
ZZZZZZZZZZZZZ,,,BL-015430,CONSTRUCTION,Construction or Contractor,YOUDA BUILDERS INC,236115 - New Single-Family Housing Construction (except For-Sale Builders),C,1,Corporation,YOUDA BUILDERS INC,189 HALE ST,,SAN FRANCISCO,CA,94134-1213,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
064 423600300,No,No,BL-020339,COMMERCIAL RENTAL PROPERTY OFFICE,Rental of Real Property,LCB ASSOCIATES-STEVEN BANKER,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0,Corporation,LCB ASSOCIATES-STEVEN BANKER,388 17TH ST STE 200,,OAKLAND,CA,94612,Business Owner,3024   ASHBY AVE,BERKELEY,CA,94705,"3024 ASHBY AVE
BERKELEY, CA 94705
(37.858088, -122.244449)"
057 204900500,No,No,BL-007927,COMMERICAL RENTAL PROPERTY 12 UNITS,Rental of Real Property,LAKIREDDY V R/P,531110 - Lessors of Residential Buildings and Dwellings,L,1,Sole Ownership,LAKIREDDY V R/P,2171 ALLSTON WAY,,BERKELEY,CA,94704-1431,Business Owner,1818   WALNUT ST,BERKELEY,CA,94709,"1818 WALNUT ST
BERKELEY, CA 94709
(37.874686, -122.267571)"
ZZZZZZZZZZZZZ,No,No,BL-037156,GENERAL CONTRACTOR - CONCRETE,Construction or Contractor,GONSALVES & SANTUCCI,238110 - Poured Concrete Foundation and Structure Contractors,C,0,Corporation,Gonsalves & Santucci,5141 COMMERCIAL CIRCLE,,CONCORD,CA,94520,Business Owner,0   VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
056 192900100,,,BL-003271,SEWN PRODUCTS & ACCESSORIES,Retail Trade,TREASUREFUL,"451130 - Sewing, Needlework, and Piece Goods Stores",R,1,Sole Ownership,,2401 BYRON ST,,BERKELEY,CA,94702-2028,Business Owner,2401 BYRON ST,BERKELEY,CA,94702,"2401 BYRON ST
BERKELEY, CA 94702
(37.862473, -122.289019)"
055 183301900,Yes,No,BL-007701,RESIDENTIAL RENTAL 8 UNITS,Rental of Real Property,LIU GEORGE C & JACQUELINE,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,LIU GEORGE C & JACQUELINE,1468 31ST AVE,,SAN FRANCISCO,CA,94122,Business Owner,2605   ELLSWORTH ST,BERKELEY,CA,94704,"2605 ELLSWORTH ST
BERKELEY, CA 94704
(37.862493, -122.262584)"
,,,BL-005740,CONSTRUCTION,Construction or Contractor,PEREZ & PEREZ CONSTRUCTION,236118 - Residential Remodelers,C,2,Sole Ownership,,1815 69TH AVE,,OAKLAND,CA,94621-3429,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
059 232501201,Yes,Yes,BL-008554,CERAMICS POTTERY MFG,Manufacturing,KIMI MASUI CERAMICS,327112,M,0,Sole Ownership,KIMI MASUI CERAMICS,731 JONES ST,,BERKELEY,CA,94710,Business Owner,731   JONES ST,BERKELEY,CA,94710,"731 JONES ST
BERKELEY, CA 94710
(37.874917, -122.301765)"
054 180502802,Yes,Yes,BL-042523,RENTAL PROPERTY-7 UNITS,Rental of Real Property,XUE YING/ZHENG WEIMIN,531110 - Lessors of Residential Buildings and Dwellings,L,3,Sole Ownership,XUE YING/ZHENG WEIMIN,127 ALTA VISTA WAY,,DANVILLE,CA,94506-4658,Business Owner,1620   BLAKE ST,BERKELEY,CA,94703,"1620 BLAKE ST
BERKELEY, CA 94703
(37.861782, -122.277505)"
,No,No,BL-051369,COFFEE SHOP,Retail Trade,PEET'S COFFEE & TEA,722213,R,18,Corporation,PEET'S COFFEE & TEA,PO BOX 8000,,MONSEY,NY,10952,Business Owner,3200   COLLEGE AVE,BERKELEY,CA,94705,"3200 COLLEGE AVE
BERKELEY, NY 94705
(37.851038, -122.252448)"
054 174502001,No,Yes,BL-044233,JEWELRY PARTS DESIGN - ADMIN HQ,Administrative Headquarters,NINA DESIGNS LTD,"423940 - Jewelry, Watch, Precious Stone, and Precious Metal Merchant Wholesalers",Q,13,Corporation,NINA DESIGNS LTD,1000 PARDEE ST,,BERKELEY,CA,94710,Business Owner,1000   PARDEE ST,BERKELEY,CA,94710,"1000 PARDEE ST
BERKELEY, CA 94710
(37.856698, -122.290343)"
,No,No,BL-019732,COMMERCIAL RENTAL PROPERTY,Rental of Real Property,PRESLEY PROPERTIES LLC & BFM VENTURES LLC,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,0,,PRESLEY PROPERTIES LLC & BFM VENTURES LLC,5674 SONOMA DR,,PLEASANTON,CA,94566-8102,Business Owner,801   ADDISON ST,BERKELEY,CA,94710,"801 ADDISON ST
BERKELEY, CA 94710
(37.866538, -122.298067)"
060 241501700,,,BL-015705,MANAGEMENT OF ALL RENTAL PROPERTY ACTIVITIES,Professional SemiProfessional,BARKING ANT MANAGEMENT COMPANY,531390 - Other Activities Related to Real Estate,P,0,Sole Ownership,,1227 NEILSON ST,,ALBANY,CA,94706-2456,Business Owner,1227 NEILSON ST,BERKELEY,CA,94706,"1227 NEILSON ST
BERKELEY, CA 94706
(37.881836, -122.28896)"
060 240402300,Yes,Yes,BL-021354,COMMERCIAL RENTAL PROPERTY,Rental of Real Property,YAMAGATA ARTHUR,"711310 - Promoters of Performing Arts, Sports, and Similar Events with Facilities",L,1,Corporation,YAMAGATA ARTHUR,17950 CARRIGER RD,,SONOMA,CA,95476-4007,Business Owner,1333   SAN PABLO AVE,BERKELEY,CA,94702,"1333 SAN PABLO AVE
BERKELEY, CA 94702
(37.879581, -122.295457)"
052 154400300,No,No,BL-029567,RENTAL PROPERTY/8 UNITS,Rental of Real Property,ST JOHN BENJAMIN ETAL,531110 - Lessors of Residential Buildings and Dwellings,L,1,Partnership,ST JOHN BENJAMIN ETAL,PO BOX 2692,,BERKELEY,CA,94702-0692,Business Owner,3138   CALIFORNIA ST,BERKELEY,CA,94703,"3138 CALIFORNIA ST
BERKELEY, CA 94703
(37.850477, -122.276297)"
052 158202100,No,No,BL-049045,RESIDENTIAL RENTAL 4 UNITS,Rental of Real Property,SHAH CHETAN & GOWRI,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,SHAH CHETAN & GOWRI,44208 IBERO WAY,,FREMONT,CA,94539,Business Owner,2923   WHEELER ST,BERKELEY,CA,94705,"2923 WHEELER ST
BERKELEY, CA 94705
(37.856116, -122.264654)"
056 199602601,No,Yes,BL-000771,LARGE CHILD CARE-49 CHILDREN,Business Personal Repair Svs,WOOLLY MAMMOTH CHILDCARE,624410 - Child Day Care Services,B,7,LLC,WOOLLY MAMMOTH CHILDCARE,1333 UNIVERSITY AVE,,BERKELEY,CA,94702,Business Owner,1484 UNIVERSITY AVE,BERKELEY,CA,94702,"1484 UNIVERSITY AVE
BERKELEY, CA 94702
(37.870291, -122.282405)"
,No,No,BL-000468,PRIVATE PATROL OPERATOR,Professional SemiProfessional,SILICON VALLEY SECURITY & PATROL INC,561612 - Security Guards and Patrol Services,P,6,Corporation,SILICON VALLEY SECURITY & PATROL INC,1131 LUCHESSI DR STE 2,,SAN JOSE,CA,95118-3770,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
,,,BL-001993,RENTAL PROPERTY,Rental of Real Property,MAX AND HELEN CEPERO,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,MAX AND HELEN CEPERO,1715 63RD ST,,BERKELEY,CA,94703-2700,Business Owner,1715 SIXTY-THIRD ST,BERKELEY,CA,94703,"1715 SIXTY-THIRD ST
BERKELEY, CA 94703"
052 157303100,Yes,No,BL-036869,DENTAL OFFICE,Professional SemiProfessional,ELMWOOD DENTAL CARE,621210 - Offices of Dentists,P,1,Sole Ownership,ELMWOOD DENTAL CARE,2620 ASHBY AVE STE 201,,BERKELEY,CA,94705,Business Owner,2620   ASHBY AVE,BERKELEY,CA,94705,"2620 ASHBY AVE
BERKELEY, CA 94705
(37.85684, -122.25459)"
ZZZZZZZZZZZZZ,,,BL-010422,"GEOTECHNICAL ENGINEERING, CONSTRUCTION MATERIAL TESTING & SPECIAL INSPECTIONS",Professional SemiProfessional,MID PACIFIC ENGINEERING INC,541330 - Engineering Services,P,60,Corporation,MID PACIFIC ENGINEERING INC,840 EMBARCADERO DR STE 20,,W SACRAMENTO,CA,95605-1509,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
,No,No,BL-000724,COMMUTER BENEFITS ADMINISTRATION,Professional SemiProfessional,EDENRED COMMUTER BENEFIT SOLUTIONS LLC,"541614 - Process, Physical Distribution, and Logistics Consulting Services",P,0,Corporation,,265 WINTER ST STE 3,,WALTHAM,MA,02451,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, MA 94704"
,No,No,BL-013837,RENTAL PROPERTY-6 UNITS,Rental of Real Property,WIGGENHAUSER MARTIN /UWE,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,WIGGENHAUSER MARTIN /UWE,588 EILEEN ST,,BRENTWOOD,CA,94513-1570,Business Owner,1936 STUART ST,BERKELEY,CA,94703,"1936 STUART ST
BERKELEY, CA 94703
(37.858162, -122.269652)"
ZZZZZZZZZZZZZ,Yes,No,BL-039666,CONSTRUCTION CONTRACTOR,Construction or Contractor,TERA-LITE INC,238330 - Flooring Contractors,C,4,Corporation,,1631 S 10TH ST,,SAN JOSE,CA,95112,Business Owner,0   VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
052 152102000,,,BL-010867,RES RENTAL PROPERTY - 1 UNIT,Rental of Real Property,MAHAFFEY KENNETH R,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,MAHAFFEY KENNETH R,PO BOX 3417,,BERKELEY,CA,94703-0417,Business Owner,3237 CALIFORNIA ST,BERKELEY,CA,94703,"3237 CALIFORNIA ST
BERKELEY, CA 94703
(37.848528, -122.275888)"
060 241101106,Yes,Yes,BL-053368,BAKERY - WHOLESALE,Wholesale Trade,IL MOLINETTO BAKERY ART OF ARA,424490,W,0,Sole Ownership,IL MOLINETTO BAKERY ART OF ARA,1820 8TH ST,,BERKELEY,CA,94710-2013,Business Owner,1287   GILMAN ST,BERKELEY,CA,94706,"1287 GILMAN ST
BERKELEY, CA 94706
(37.88147, -122.290136)"
057 208601701,No,No,BL-025166,RESIDENTIAL RENTAL PROPERTY/32 UNITS,Non Profit Organizations,RESOURCES COMMUNITY DEVELOP-HEARST,531110 - Lessors of Residential Buildings and Dwellings,N,0,Corporation,RESOURCES COMMUNITY DEVELOP-HEARST,2220 OXFORD ST,,BERKELEY,CA,94704-1389,Business Owner,1139   HEARST AVE,BERKELEY,CA,94702,"1139 HEARST AVE
BERKELEY, CA 94702
(37.870609, -122.290979)"
,Yes,No,BL-046656,RESTAURANT,Retail Trade,RACHA CAFE' INC.,722211,R,4,Corporation,RACHA CAFE' INC.,5118 CONGRESS AVE,,OAKLAND,CA,94601,Business Owner,2516   TELEGRAPH AVE,BERKELEY,CA,94704,"2516 TELEGRAPH AVE
BERKELEY, CA 94704
(37.864848, -122.258458)"
059 233100600,Yes,No,BL-000569,REWINDING STATORS & ROTORS,Business Personal Repair Svs,ALTERNATORS UNLIMITED,811111 - General Automotive Repair,B,0,Sole Ownership,ALTERNATORS UNLIMITED,1464 SAN PABLO AVE,,BERKELEY,CA,94702-1046,Business Owner,1464   SAN PABLO AVE,BERKELEY,CA,94702,"1464 SAN PABLO AVE
BERKELEY, CA 94702
(37.87649, -122.294593)"
056 193501800,No,Yes,BL-038809,RESIDENTIAL RENTAL 3 UNITS,Rental of Real Property,HOGE EMILY & WATKINS THOMAS,531110 - Lessors of Residential Buildings and Dwellings,L,0,Partnership,HOGE EMILY & WATKINS THOMAS,PO BOX 388,,PT REYES STA,CA,94956,Business Owner,2436   TENTH ST,BERKELEY,CA,94710,"2436 TENTH ST
BERKELEY, CA 94710
(37.86127, -122.290861)"
ZZZZZZZZZZZZZ,,,BL-015433,"PART RENTALS, TABLES, TENTS, CHAIRS",Business Personal Repair Svs,JD'S BUCKET,532310 - General Rental Centers,B,10,Sole Ownership,,1432 HARMON ST,,BERKELEY,CA,94702-2718,Business Owner,0 VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
059 233801603,No,No,BL-051687,COMMERCIAL RENTAL PROPERTY,Rental of Real Property,DATHE ROBERT & CARLOTTA,531312 - Nonresidential Property Managers,L,0,Sole Ownership,DATHE ROBERT & CARLOTTA,685 LOS PALOS DRIVE,,LAFAYETTE,CA,94549,Business Owner,1417   FOURTH ST,BERKELEY,CA,94710,"1417 FOURTH ST
BERKELEY, CA 94710
(37.876305, -122.302717)"
055 182101200,,,BL-011197,"DOG WALKING & BOARDING. WE PICK UP DOGS FROM CLIENTS HOUSES, WALK THEM & DROP THEM OFF AT THEIR HOME AGAIN",Business Personal Repair Svs,THE COMPLETE PACK LLC,812910 - Pet Care (except Veterinary) Services,B,0,LLC,THE COMPLETE PACK LLC,2019 PARKER ST,,BERKELEY,CA,947043208,Business Owner,2019 PARKER ST,BERKELEY,CA,94704,"2019 PARKER ST
BERKELEY, CA 94704
(37.861959, -122.268664)"
061 255104101,No,No,BL-014308,RENTAL PROPERTY,Rental of Real Property,WRIGHT MELVYN C H,531110 - Lessors of Residential Buildings and Dwellings,L,0,Sole Ownership,WRIGHT MELVYN C H,1136 EUCLID AVE,,BERKELEY,CA,94708-1603,Business Owner,1134   EUCLID AVE,BERKELEY,CA,94708,"1134 EUCLID AVE
BERKELEY, CA 94708
(37.888495, -122.261607)"
058 217900400,No,No,BL-028799,COMPUTER CONSULTANT,Professional SemiProfessional,MARSHALL K MCKUSICK CONSULTING,541512 - Computer Systems Design Services,P,1,Sole Ownership,MARSHALL K MCKUSICK CONSULTING,1614 OXFORD ST,,BERKELEY,CA,94709-1608,Business Owner,1614   OXFORD ST,BERKELEY,CA,94709,"1614 OXFORD ST
BERKELEY, CA 94709
(37.878372, -122.266828)"
058 218600900,No,No,BL-022999,RENTAL PROPERTY/3 UNITS,Rental of Real Property,COLLIER PAMELA & BATTI GREG,531110 - Lessors of Residential Buildings and Dwellings,L,0,Partnership,COLLIER PAMELA & BATTI GREG,P.O. BOX 5832,,BERKELEY,CA,947050832,Business Owner,2329   HILGARD AVE,BERKELEY,CA,94709,"2329 HILGARD AVE
BERKELEY, CA 94709
(37.878234, -122.263914)"
057 201401901,No,No,BL-039594,SOFTWARE DEVELOPMENT,Professional SemiProfessional,VELA DESIGN GROUP,541511 - Custom Computer Programming Services,P,1,Sole Ownership,VELA DESIGN GROUP,2233 GRANT ST APT 16,,BERKELEY,CA,94703,Business Owner,2233   GRANT ST 16,BERKELEY,CA,94703,"2233 GRANT ST 16
BERKELEY, CA 94703
(37.867333, -122.274839)"
055 186900600,No,No,BL-048043,FRATERNITY OPERATING AS ROOMINGHOUSE,Non Profit Organizations,NU OF TAU KAPPA EPSILON INC,721310 - Rooming and Boarding Houses,N,0,Corporation,NU OF TAU KAPPA EPSILON INC,915 AUGUSTA DR,,MORAGA,CA,94556,Business Owner,2725   CHANNING WAY,BERKELEY,CA,94704,"2725 CHANNING WAY
BERKELEY, CA 94704
(37.867636, -122.252943)"
052 152101900,Yes,No,BL-048278,GROCERY STORE,Grocer,ALCATRAZ MARKET,445110 - Supermarkets and Other Grocery (except Convenience) Stores,G,0,Corporation,ALCATRAZ MARKET,1601 ALCATRAZ AVE,,BERKELEY,CA,94703,Business Owner,1601   ALCATRAZ AVE,BERKELEY,CA,94703,"1601 ALCATRAZ AVE
BERKELEY, CA 94703
(37.848152, -122.275807)"
057 202302003,,,BL-010919,"BICYCLE VALET PARKING, PARTS & ACCESSORIES SALES & REPAIRS",Business Personal Repair Svs,BERKELEY BIKE STATION,811490 - Other Personal and Household Goods Repair and Maintenance,B,3,Corporation,BERKELEY BIKE STATION,1522 PARK ST,,ALAMEDA,CA,945012949,Business Owner,2023 CENTER ST,BERKELEY,CA,94704,"2023 CENTER ST
BERKELEY, CA 94704
(37.870048, -122.270006)"
,Yes,No,BL-045193,ENGINEERING CONTRACTOR,Construction or Contractor,PRECISION ENGINEERING INC,238320 - Painting and Wall Covering Contractors,C,45,Corporation,PRECISION ENGINEERING INC,1939 NEWCOMB AVE,,SAN FRANCISCO,CA,94124-1616,Business Owner,0   VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
055 183603100,No,Yes,BL-051633,CHIROPRACTIC OFFICE,Professional SemiProfessional,MULLEN CHIROPRACTIC CORPORATIO,621310 - Offices of Chiropractors,P,2,Corporation,MULLEN CHIROPRACTIC CORPORATIO,2620 TELEGRAPH AVE,,BERKELEY,CA,94704-3321,Business Owner,2620   TELEGRAPH AVE,BERKELEY,CA,94704,"2620 TELEGRAPH AVE
BERKELEY, CA 94704
(37.862472, -122.258769)"
059 226001502,No,No,BL-038079,PSYCHOLOGIST,Professional SemiProfessional,PORT BRYAN B,621330 - Offices of Mental Health Practitioners (except Physicians),P,0,Sole Ownership,PORT BRYAN B,2046 LINCOLN ST STE 2,,BERKELEY,CA,94709-2018,Business Owner,1543   SHATTUCK AVE,BERKELEY,CA,94709,"1543 SHATTUCK AVE
BERKELEY, CA 94709
(37.878642, -122.269049)"
056 195800100,,,BL-016388,NON-PROFIT ARTS ORGANIZATION PROMOTING THE ART OF THE BOOK & FOCUSING ON PUBLISHING...,Non Profit Organizations,THE CODEX FOUNDATION,611710 - Educational Support Services,N,3,Corporation,THE CODEX FOUNDATION,2203 4TH ST,,BERKELEY,CA,94710-2214,Business Owner,2203 FOURTH ST,BERKELEY,CA,94710,"2203 FOURTH ST
BERKELEY, CA 94710
(37.864799, -122.299012)"
055 182401801,No,Yes,BL-046181,COMMERCIAL RENTAL,Rental of Real Property,BERKELEY FREE MARKET LLC,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,2,LLC,BERKELEY FREE MARKET LLC,2091 ROSE ST,,BERKELEY,CA,94709,Business Owner,2116   BLAKE ST,BERKELEY,CA,94704,"2116 BLAKE ST
BERKELEY, CA 94704
(37.863183, -122.266374)"
ZZZZZZZZZZZZZ,No,Yes,BL-048487,SOLAR ELECTRIC & THERMAL CONTRACTOR,Construction or Contractor,LUMINALT ENERGY CORPORATION,"238220 - Plumbing, Heating, and Air-Conditioning Contractors",C,48,Corporation,,1320 POTRERO AVE,,SAN FRANCISCO,CA,94110,Business Owner,0   VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
054 173303300,No,Yes,BL-033179,RESIDENTIAL RENTAL - 3 UNITS,Rental of Real Property,HAYES STEPHANIE J,531110 - Lessors of Residential Buildings and Dwellings,L,1,Sole Ownership,HAYES STEPHANIE J,17 GALLEON WAY,,PITTSBURG,CA,94565,Business Owner,1540   WARD ST,BERKELEY,CA,94703,"1540 WARD ST
BERKELEY, CA 94703
(37.858036, -122.278348)"
053 165802301,,,BL-012330,DOOR & WINDOW SHOWROOM,Retail Trade,GOLDEN STATE LUMBER INC,442299 - All Other Home Furnishings Stores,R,10,Corporation,GOLDEN STATE LUMBER INC,855 LAKEVILLE ST STE 200,,PETALUMA,CA,94952-7329,Business Owner,2815 SEVENTH ST,BERKELEY,CA,94710,"2815 SEVENTH ST
BERKELEY, CA 94710
(37.854824, -122.292339)"
ZZZZZZZZZZZZZ,Yes,No,BL-045210,STRUCTURAL ENGINEERS,Professional SemiProfessional,SOHA ENGINEERS,541330 - Engineering Services,P,0,,,48 COLIN P KELLY JR ST,,SAN FRANCISCO,CA,94107,Business Owner,0   VARIOUS,BERKELEY,CA,94704,"0 VARIOUS
BERKELEY, CA 94704"
,No,No,BL-003611,STATISTICAL CONSULTANT,Professional SemiProfessional,DROGIN KAKIGI & ASSOCIATES,541512 - Computer Systems Design Services,P,4,Partnership,DROGIN KAKIGI & ASSOCIATES,3104 SHATTUCK AVE,,BERKELEY,CA,94705-1823,Business Owner,3104   SHATTUCK AVE,BERKELEY,CA,94705,"3104 SHATTUCK AVE
BERKELEY, CA 94705
(37.852777, -122.266171)"
055 183201700,No,Yes,BL-002993,RESIDENTIAL RENTAL 10 UNITS,Rental of Real Property,CHRISTENSEN HELEN,531120 - Lessors of Nonresidential Buildings (except Miniwarehouses),L,3,Sole Ownership,CHRISTENSEN HELEN,1514 LA LOMA AVE,,BERKELEY,CA,94708-2034,Business Owner,2537   ELLSWORTH ST,BERKELEY,CA,94704,"2537 ELLSWORTH ST
BERKELEY, CA 94704
(37.863129, -122.262715)"
057 206200501,No,No,BL-045597,ORGANIZATION DEVELOPMENT CONSULTING,Professional SemiProfessional,DOWNS PAUL,541611 - Administrative Management and General Management Consulting Services,P,1,Sole Ownership,DOWNS PAUL,1912 GRANT ST,,BERKELEY,CA,94703,Business Owner,1912   GRANT ST,BERKELEY,CA,94703,"1912 GRANT ST
BERKELEY, CA 94703
(37.872379, -122.275399)"
055 183801800,Yes,Yes,BL-044849,PSYCHOTHERAPY,Professional SemiProfessional,DIALECTICAL BEHAVIOR THRY CTR,621330 - Offices of Mental Health Practitioners (except Physicians),P,1,Sole Ownership,DIALECTICAL BEHAVIOR THRY CTR,2428 DWIGHT WAY,,BERKELEY,CA,94704-3506,Business Owner,2428   DWIGHT WAY,BERKELEY,CA,94704,"2428 DWIGHT WAY
BERKELEY, CA 94704
(37.865001, -122.25939)"
055 181900102,,,BL-015994,"PHYSICAL THERAPY, SPORTS PERFORMANCE, PERSONAL TRAINING, WELLNESS",Professional SemiProfessional,THE TECHNIQUE PHYSICAL THERAPY,"621340 - Offices of Physical, Occupational and Speech Therapists, and Audiologists",P,1,Corporation,THE TECHNIQUE PHYSICAL THERAPY,2516 DANA ST,,BERKELEY,CA,94704,Business Owner,2650 SHATTUCK AVE,BERKELEY,CA,94704,"2650 SHATTUCK AVE
BERKELEY, CA 94704
(37.860858, -122.267069)"
053 162601601,Yes,Yes,BL-047276,RESIDENTIAL RENTAL,Rental of Real Property,GEODE TECHNOLOGIES LLC,531110 - Lessors of Residential Buildings and Dwellings,L,0,LLC,GEODE TECHNOLOGIES LLC,268 BUSH ST # 1092,,SAN FRANCISCO,CA,941043503,Business Owner,1217   HASKELL ST,BERKELEY,CA,94702,"1217 HASKELL ST
BERKELEY, CA 94702
(37.850819, -122.284659)"
055 189100901,No,Yes,BL-040585,RENTAL PROPERTY - 8 UNITS,Rental of Real Property,2117 HASTE ST LLP,531110 - Lessors of Residential Buildings and Dwellings,L,2,LLC,2117 HASTE ST LLP,2115 KALA BAGAI WAY,,BERKELEY,CA,94704-2693,Business Owner,2117   HASTE ST,BERKELEY,CA,94704,"2117 HASTE ST
BERKELEY, CA 94704
(37.865024, -122.266372)"
